Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
0.0,Sat Jun 23 00:58:40 +0000 2018,0.0,1.0,0.0,"National Border Patrol Council President Brandon Judd: ""We're enforcing the law in a very humane way...and we're do… https://t.co/FYkc7sXcDo",63,@Foxnews
0.4019,Fri Jun 22 22:28:20 +0000 2018,0.0,0.847,0.153,WWII veteran who was a POW has been awarded the Purple Heart at age 94. #ProudAmerican https://t.co/usFNDOjfKD,64,@Foxnews
0.0,Fri Jun 22 20:06:44 +0000 2018,0.0,1.0,0.0,There are new European Union tariffs against U.S. products. @hillary__vaughn has the details. @ShepNewsTeam… https://t.co/R0N07w6660,65,@Foxnews
0.0,Fri Jun 22 18:40:39 +0000 2018,0.0,1.0,0.0,Happening Now: @POTUS speaks on immigration. https://t.co/EHS6R5HLjC,66,@Foxnews
0.3612,Fri Jun 22 16:24:59 +0000 2018,0.0,0.706,0.294,Do you agree with Sen. @KamalaHarris? https://t.co/yiGh4DtoCo,67,@Foxnews
0.0,Fri Jun 22 13:25:41 +0000 2018,0.0,1.0,0.0,".@DanPatrick: ""It's time for statesmen. It's time for gentlemen in Congress. It's time for people to be bigger than… https://t.co/Fz6YEIU3AY",68,@Foxnews
0.0,Fri Jun 22 11:00:01 +0000 2018,0.0,1.0,0.0,"The Bald eagle, once a dying breed, making groundbreaking comeback across the country. https://t.co/2CMm2AtGTk",69,@Foxnews
-0.7964,Fri Jun 22 05:45:00 +0000 2018,0.474,0.526,0.0,Dump truck dumps 'processed human waste' onto highway: Indiana State Police https://t.co/bdZ4cCfotJ,70,@Foxnews
0.0,Fri Jun 22 02:10:03 +0000 2018,0.0,1.0,0.0,"""His whole life was a profile in courage.""

@seanhannity remembers longtime Fox News contributor Charles Krauthamme… https://t.co/UQZDfFD0ZE",71,@Foxnews
0.8442,Fri Jun 22 00:03:58 +0000 2018,0.0,0.664,0.336,".@gen_jackkeane discusses Fox News contributor Charles Krauthammer's love of baseball: ""He loved the game as much a… https://t.co/rAUUpmm51K",72,@Foxnews
0.0,Thu Jun 21 22:53:46 +0000 2018,0.0,1.0,0.0,".@ShannonBream remembers longtime Fox News contributor Charles Krauthammer: ""I always tell people he was the most b… https://t.co/qVQKplvBsP",73,@Foxnews
0.2732,Thu Jun 21 21:17:31 +0000 2018,0.0,0.9,0.1,".@kimguilfoyle: ""We have to deal with this issue, and with children coming over in a compassionate way, but still e… https://t.co/we1nKllPHQ",74,@Foxnews
0.5859,Thu Jun 21 19:35:00 +0000 2018,0.0,0.858,0.142,"""Go home to your mom, darling. Go home. Get him out of here. Out. Was that a man or a woman because he needs a hair… https://t.co/ezqUZqakQx",75,@Foxnews
-0.3182,Thu Jun 21 17:35:00 +0000 2018,0.19,0.688,0.122,.@DanHenninger: Here's another Trumpian solution to illegal immigration: Let the economy control it (via… https://t.co/MOmgZ3BqK2,76,@Foxnews
0.3612,Thu Jun 21 16:48:00 +0000 2018,0.0,0.878,0.122,"""Thank you so much. I'm looking forward to meeting children and touring the facilities.""

WATCH: @FLOTUS visits a c… https://t.co/Mbkbi3QMGa",77,@Foxnews
0.0,Thu Jun 21 14:53:41 +0000 2018,0.0,1.0,0.0,Child scales 'un-climbable' pool ladder in viral video https://t.co/hky2uzs76a https://t.co/xJdlJ7YrjT,78,@Foxnews
-0.4019,Thu Jun 21 12:24:43 +0000 2018,0.252,0.748,0.0,".@Varneyco: ""The media is ignoring - deliberately - @POTUS's success."" https://t.co/diNJWSu6cN",79,@Foxnews
0.0,Thu Jun 21 09:37:57 +0000 2018,0.0,1.0,0.0,President @realDonaldTrump's message to the American worker https://t.co/crO4WfcXqu https://t.co/ItrKfLOMyJ,80,@Foxnews
0.0,Thu Jun 21 08:00:01 +0000 2018,0.0,1.0,0.0,".@MariaBartiromo: ""In the interview of @HillaryClinton by the FBI, there was not one mention - not one question...… https://t.co/b6XQYq5TiX",81,@Foxnews
0.8316,Thu Jun 21 05:30:00 +0000 2018,0.0,0.672,0.328,"President @realDonaldTrump on North Korea: ""All over Asia they're celebrating the great achievement that we made be… https://t.co/1RS1syeldB",82,@Foxnews
0.4939,Thu Jun 21 02:48:30 +0000 2018,0.167,0.526,0.307,West Virginia Supreme Court justice faces 395 years behind bars in federal fraud case. https://t.co/Tl0h9oo0Bj,83,@Foxnews
0.0,Thu Jun 21 00:39:35 +0000 2018,0.0,1.0,0.0,"Immigrant children separated from families won't be reunited right away, administration says. https://t.co/ARTKj3axgk",84,@Foxnews
-0.5719,Wed Jun 20 22:51:52 +0000 2018,0.209,0.791,0.0,Girl in Calif. 'house of horrors' case says sisters 'chained up' in 911 call https://t.co/ySsibHJITo,85,@Foxnews
0.0,Wed Jun 20 20:55:27 +0000 2018,0.0,1.0,0.0,The @TSA is cracking down on powder in carry-on bags. @hillary__vaughn has the story. @TeamCavuto https://t.co/VdvsnCepq5,86,@Foxnews
-0.4588,Wed Jun 20 19:07:48 +0000 2018,0.262,0.595,0.143,"Occupy Wall Street promotes killing ICE agents in gory, step-by-step cartoon. https://t.co/nEogmrIDBC",87,@Foxnews
0.0,Wed Jun 20 17:07:43 +0000 2018,0.0,1.0,0.0,.@NancyPelosi and House Dems hold a news conference https://t.co/uiEi96Flv5,88,@Foxnews
0.0,Wed Jun 20 16:19:56 +0000 2018,0.0,1.0,0.0,.@POTUS comments on immigration https://t.co/zt3abr2EaC,89,@Foxnews
-0.0762,Wed Jun 20 14:28:52 +0000 2018,0.097,0.903,0.0,"Comey hits back at Clinton, won't apologize to her over email probe https://t.co/1xwP8tlAz4",90,@Foxnews
0.0,Wed Jun 20 11:22:44 +0000 2018,0.0,1.0,0.0,Marc Little: “The dramatic reduction of 2.2 million food stamp recipients in the first 18 months of a Donald Trump… https://t.co/ybo9OFKFT3,91,@Foxnews
-0.8658,Wed Jun 20 07:45:00 +0000 2018,0.332,0.593,0.074,"Charles Hurt: ""We've been in a trade war whether we like it or not. China has been in a trade war with us for decad… https://t.co/7WeTAmOdNO",92,@Foxnews
0.5319,Wed Jun 20 05:30:01 +0000 2018,0.13,0.61,0.26,LUCKY DUCKS: @universityofky police officers go above and beyond to rescue a family of ducklings who were trapped i… https://t.co/W7d48MTPH3,93,@Foxnews
0.0,Wed Jun 20 02:52:00 +0000 2018,0.0,1.0,0.0,Elvis Presley's private plane reportedly up for auction. https://t.co/BBRUugPLOG,94,@Foxnews
0.4019,Wed Jun 20 00:46:00 +0000 2018,0.0,0.803,0.197,Police officers help out 9-year-old's lemonade stand after he was robbed. https://t.co/88y59AGbwF,95,@Foxnews
-0.2023,Tue Jun 19 22:33:01 +0000 2018,0.17,0.7,0.13,"The Trump administration promises a second round of tariffs against Chinese imports, and is threatening a third.… https://t.co/Lf8JQtqT6z",96,@Foxnews
0.0,Tue Jun 19 19:48:48 +0000 2018,0.0,1.0,0.0,"House Judiciary and Oversight and Government Reform Committees hold a joint hearing on ""Oversight of the FBI and DO… https://t.co/srnemBNdrq",97,@Foxnews
0.0,Tue Jun 19 17:17:20 +0000 2018,0.0,1.0,0.0,.@POTUS: “Wages for working people are finally after 22 years rising again in our country.” https://t.co/urzL1pVYEU,98,@Foxnews
0.0,Tue Jun 19 14:58:11 +0000 2018,0.0,1.0,0.0,.@TGowdySC scorches Comey in blistering opening statement at IG hearing https://t.co/wkawa4RjQY https://t.co/L33Zjy2QiU,99,@Foxnews
-0.5994,Tue Jun 19 12:43:10 +0000 2018,0.281,0.719,0.0,RT @FoxBusiness: .@Google AI can predict when you will die https://t.co/yljHpPN5zR,100,@Foxnews
-0.765,Thu Jun 28 18:57:43 +0000 2018,0.569,0.431,0.0,Women fear abortion rights under threat https://t.co/t1YfZwmiE7,1,@BBCWorld
-0.7906,Thu Jun 28 13:24:45 +0000 2018,0.5,0.5,0.0,Shujhaat Bukhari: Pakistan militants blamed for journalist death https://t.co/3VJhJVqbC0,2,@BBCWorld
-0.2732,Thu Jun 28 09:18:26 +0000 2018,0.189,0.811,0.0,Australia charges former officer in East Timor spy case https://t.co/L7SDzR8C6p,3,@BBCWorld
0.0772,Thu Jun 28 00:13:42 +0000 2018,0.0,0.874,0.126,What do European governments want from the EU Summit? https://t.co/4EHTLBtXHm,4,@BBCWorld
0.0,Wed Jun 27 16:43:09 +0000 2018,0.0,1.0,0.0,Joe Jackson: Patriarch of Jackson family dies aged 89 https://t.co/J4f5joitPL,5,@BBCWorld
0.2263,Wed Jun 27 09:40:39 +0000 2018,0.0,0.84,0.16,"Malaysia 1MDB: Seized tiaras, cash and Hermes bags 'worth $273m' https://t.co/yVca9C025a",6,@BBCWorld
0.5574,Tue Jun 26 20:06:46 +0000 2018,0.194,0.323,0.484,NSA contractor Reality Winner admits leak https://t.co/uqiSN5PWqw,7,@BBCWorld
0.0,Tue Jun 26 15:19:53 +0000 2018,0.0,1.0,0.0,Ottawa Bluesfest preparations obstructed by nesting bird https://t.co/8WXtcXOyXx,8,@BBCWorld
0.0,Tue Jun 26 11:09:32 +0000 2018,0.0,1.0,0.0,Papua New Guinea polio outbreak declared https://t.co/oHDsuJ0gEF,9,@BBCWorld
0.6114,Mon Jun 25 19:56:35 +0000 2018,0.0,0.815,0.185,"RT @BBCSport: FT: #ESP 2-2 #MAR 

Dramatic finish! Iago Aspas' classy flick has sealed a point - and Spain's place at the top of Group B (f…",10,@BBCWorld
0.7579,Mon Jun 25 15:55:38 +0000 2018,0.0,0.737,0.263,"RT @BBCSport: Full time: Uruguay 3-0 Russia. 

#URU top the group after an impressive display to beat the hosts. They will play the runner-…",11,@BBCWorld
0.0,Mon Jun 25 09:50:58 +0000 2018,0.0,1.0,0.0,"A pitch invader with a difference 

https://t.co/nhWG8stRZR https://t.co/FKjkR5i32s",12,@BBCWorld
0.0,Sun Jun 24 15:54:59 +0000 2018,0.0,1.0,0.0,Erdogan leads after early results in Turkey https://t.co/3ywfCK7u0H,13,@BBCWorld
0.0,Sun Jun 24 07:44:41 +0000 2018,0.0,1.0,0.0,"New Zealand's PM reveals her daughter's name as she leaves hospital in Auckland 👶🇳🇿

https://t.co/5E751apfOg https://t.co/Zt70QyeRZz",14,@BBCWorld
0.4926,Sat Jun 23 13:14:50 +0000 2018,0.0,0.878,0.122,"RT @BBCSport: GOAL! #BEL 4-1 #TUN 

Hazard latches on to De Bruyne's pass, skips past the keeper and scores.

Belgium look good. Very good.…",15,@BBCWorld
0.0,Fri Jun 22 23:15:25 +0000 2018,0.0,1.0,0.0,The Kashmiri art bringing Hindus and Muslims together https://t.co/YobgGIkYEs,16,@BBCWorld
0.4215,Fri Jun 22 12:26:29 +0000 2018,0.0,0.781,0.219,Turkey elections: How powerful will the next Turkish president be? https://t.co/F4JpXasNfY,17,@BBCWorld
-0.4767,Fri Jun 22 01:45:33 +0000 2018,0.279,0.721,0.0,World Cup: Binocular booze smuggling gets Colombian sacked https://t.co/vfuHrxefST,18,@BBCWorld
0.0,Thu Jun 21 15:15:48 +0000 2018,0.0,1.0,0.0,Peel Cathedral: Vandals target grounds of Isle of Man cathedral https://t.co/N7f2v6YojA,19,@BBCWorld
0.3818,Thu Jun 21 10:33:31 +0000 2018,0.0,0.794,0.206,World Cup 2018: Female reporter groped and kissed on air https://t.co/wirz1tEUPh,20,@BBCWorld
0.0,Wed Jun 20 23:10:49 +0000 2018,0.0,1.0,0.0,US migrant children: The bigger picture explained https://t.co/NciNo0tpte,21,@BBCWorld
-0.0516,Wed Jun 20 15:08:56 +0000 2018,0.107,0.893,0.0,Why did the US leave the UN Human Rights Council? https://t.co/2GgjpV8Tg9,22,@BBCWorld
0.0,Wed Jun 20 06:28:20 +0000 2018,0.0,1.0,0.0,"Canada's parliament passes law legalising recreational cannabis use

https://t.co/NRcOozPK9A https://t.co/muCV5Ujke7",23,@BBCWorld
0.0,Tue Jun 19 17:47:28 +0000 2018,0.0,1.0,0.0,What is Donald Trump's family-separation endgame? https://t.co/qwJpEhMWze,24,@BBCWorld
0.7717,Tue Jun 19 13:54:15 +0000 2018,0.0,0.758,0.242,"RT @BBCSport: FT #COL 1-2 #JPN 

Japan win only their fifth ever #WorldCup game thanks to goals from Kagawa and Osako. #COLJPN 

👉 https://…",25,@BBCWorld
0.0,Tue Jun 19 09:40:26 +0000 2018,0.0,1.0,0.0,"Don't call me 'Manu' - French President reprimands teen

https://t.co/aRdGe4plUh https://t.co/pqf5wxJcKY",26,@BBCWorld
0.128,Mon Jun 18 21:49:35 +0000 2018,0.095,0.791,0.115,RT @BBCNorthAmerica: Former US footballer Landon Donovan has come under fire for supporting Mexico in the #WorldCup. Americans -- who are y…,27,@BBCWorld
-0.3182,Mon Jun 18 15:04:50 +0000 2018,0.103,0.897,0.0,"RT @BBCNews: ""Don't ask me how much for a night""

After being confused for a prostitute at a networking event, magazine editor Sherry Colli…",28,@BBCWorld
0.0,Mon Jun 18 09:34:41 +0000 2018,0.0,1.0,0.0,"RT @BBCNews: Gaming addiction is listed as mental health condition for first time by @WHO 

So how much is too much? https://t.co/Z66IF5Iw6…",29,@BBCWorld
0.3182,Sun Jun 17 23:15:56 +0000 2018,0.0,0.635,0.365,The half-a-home housing solution https://t.co/bupiEf81DB,30,@BBCWorld
-0.34,Sun Jun 17 10:01:32 +0000 2018,0.179,0.821,0.0,Tesla on fire: UK director Michael Morris' car bursts into flames https://t.co/6rsHLN4oU3,31,@BBCWorld
-0.7964,Sat Jun 16 16:01:28 +0000 2018,0.542,0.458,0.0,Venezuela: Caracas club stampede leaves 17 dead https://t.co/xOOIYv1bAx,32,@BBCWorld
-0.6705,Fri Jun 15 22:31:05 +0000 2018,0.524,0.476,0.0,Theranos founder hit with criminal charges https://t.co/rUrJS8rUJE,33,@BBCWorld
0.0,Fri Jun 15 14:10:48 +0000 2018,0.0,1.0,0.0,Attorney General Jeff Sessions quotes Bible to defend immigration policies https://t.co/uqstKcFklw,34,@BBCWorld
0.0,Fri Jun 15 08:33:45 +0000 2018,0.0,1.0,0.0,China vows fast response to US tariffs https://t.co/pejqCO7YQn,35,@BBCWorld
0.6369,Thu Jun 14 18:18:30 +0000 2018,0.0,0.802,0.198,RT @BBCNorthAmerica: Have you or a loved one been impacted by an immigration-related separation in the US? We want to listen. Reply to this…,36,@BBCWorld
-0.0516,Thu Jun 14 13:19:20 +0000 2018,0.057,0.943,0.0,"RT @BBC100women: ""You cannot grow football if you leave half of the world's population behind.""

As #WorldCupRussia2018 kicks off, FIFA's f…",37,@BBCWorld
0.2263,Thu Jun 14 02:56:59 +0000 2018,0.099,0.762,0.139,"RT @BBCBreaking: ""No sanctions relief"" for North Korea until complete denuclearisation, US Secretary of State Mike Pompeo says https://t.co…",38,@BBCWorld
-0.7906,Wed Jun 13 17:41:43 +0000 2018,0.412,0.588,0.0,Syria war: OPCW says Sarin was used in March 2017 attack https://t.co/tDc2ql4tDG,39,@BBCWorld
0.0,Wed Jun 13 11:03:32 +0000 2018,0.0,1.0,0.0,India chess player quits Iran tournament over headscarf rule https://t.co/X4SgOm8ec4,40,@BBCWorld
0.0,Wed Jun 13 04:27:27 +0000 2018,0.0,1.0,0.0,Australia cements Solomon Islands deal amid China influence debate https://t.co/0VGZiwZYFN,41,@BBCWorld
0.0,Tue Jun 12 20:20:41 +0000 2018,0.0,1.0,0.0,"Any questions about the historic #TrumpKimSummit? @BBCJonSopel will answer your queries, use #BBCNewsTen https://t.co/fXxKJJJTUx",42,@BBCWorld
0.6369,Tue Jun 12 11:03:32 +0000 2018,0.0,0.656,0.344,Volkswagen Beetle: Mexico's enduring love of a classic car https://t.co/7fOLBvcEN0,43,@BBCWorld
0.0,Tue Jun 12 08:08:49 +0000 2018,0.0,1.0,0.0,Kim: 'The world will see a major change' https://t.co/KqDvL7h74p,44,@BBCWorld
0.2732,Tue Jun 12 04:12:36 +0000 2018,0.0,0.769,0.231,In pictures: Kim makes surprise Singapore tour https://t.co/3TsUH4hGLL,45,@BBCWorld
0.0,Mon Jun 11 23:31:32 +0000 2018,0.0,1.0,0.0,"Extraordinary scenes in Singapore last night as Mr Kim took a tour downtown. 

Some in the crowd were even shouting… https://t.co/IhFfCpvCJG",46,@BBCWorld
0.0,Mon Jun 11 16:40:25 +0000 2018,0.0,1.0,0.0,Catalan village women vote for topless bathing after row at pool https://t.co/5GwaM5JvFB,47,@BBCWorld
0.4588,Mon Jun 11 09:31:50 +0000 2018,0.0,0.727,0.273,Florida school shooting survivors sing at Tony Awards https://t.co/vxypgTtQ0p,48,@BBCWorld
0.0,Mon Jun 11 01:27:40 +0000 2018,0.0,1.0,0.0,"So. @realDonaldTrump and Kim Jong-un are both now in Singapore for their much anticipated, historic first meeting.… https://t.co/wDACLlLPmZ",49,@BBCWorld
-0.7906,Sun Jun 10 11:39:04 +0000 2018,0.5,0.5,0.0,G7 summit: France condemns Trump 'fits of anger' https://t.co/jOZ7VdVyw3,50,@BBCWorld
0.0,Sat Jun 09 22:40:30 +0000 2018,0.0,1.0,0.0,G7 summit: $3bn pledge for girls' education https://t.co/lzB0N8d2dG,51,@BBCWorld
0.1027,Sat Jun 09 11:20:53 +0000 2018,0.167,0.641,0.192,French Open 2018: Simona Halep aims for maiden Grand Slam title https://t.co/ygHKq9Q1mH,52,@BBCWorld
-0.6705,Fri Jun 08 22:27:18 +0000 2018,0.36,0.64,0.0,Why US suicide rate is on the rise https://t.co/6jqRzwhm8Q,53,@BBCWorld
0.5859,Fri Jun 08 14:35:20 +0000 2018,0.0,0.678,0.322,RT @BBCNews: The Queen has successful cataract operation https://t.co/xsbqmA0rT5,54,@BBCWorld
-0.4404,Fri Jun 08 09:07:25 +0000 2018,0.244,0.756,0.0,Austria to shut seven 'political' mosques and expel imams https://t.co/40EAL3221A,55,@BBCWorld
0.1779,Thu Jun 07 23:09:33 +0000 2018,0.168,0.611,0.221,Guatemala volcano: 'There's no hope for finding my family' https://t.co/kVLiofAbdO,56,@BBCWorld
0.0,Thu Jun 07 15:11:02 +0000 2018,0.0,1.0,0.0,Korean woman survives six days in Australian wilderness https://t.co/UpXmoQRUWS,57,@BBCWorld
0.2263,Thu Jun 07 08:52:42 +0000 2018,0.121,0.717,0.161,RT @BBCBreaking: Human rights campaigners lose UK Supreme Court appeal over legality of Northern Ireland's abortion law https://t.co/dWihoH…,58,@BBCWorld
0.0,Wed Jun 06 23:12:51 +0000 2018,0.0,1.0,0.0,"Storm over India film on women who 'smoke, drink and have sex' https://t.co/TsbQ2QeEcm",59,@BBCWorld
0.0,Wed Jun 06 15:58:25 +0000 2018,0.0,1.0,0.0,US child migrants: Sessions defends border separations https://t.co/sdhL1fXqaL,60,@BBCWorld
0.5574,Wed Jun 06 09:28:41 +0000 2018,0.0,0.603,0.397,Emotional 'welcome home' for Magdalene survivors in Dublin https://t.co/QviqzdmJJB,61,@BBCWorld
-0.4215,Wed Jun 06 00:29:32 +0000 2018,0.37,0.432,0.198,Argentina 'cancels Israel World Cup friendly' after Gaza violence https://t.co/KMsNcPRLcE,62,@BBCWorld
0.0,Tue Jun 05 18:30:19 +0000 2018,0.0,1.0,0.0,Parkland teenager David Hogg 'swatted' in prank call https://t.co/ZidQnFGY63,63,@BBCWorld
0.4019,Tue Jun 05 10:55:10 +0000 2018,0.0,0.829,0.171,Former North Korean spies see the country's growing diplomatic activities as a chance to return to the land they lo… https://t.co/fgMfEG6pch,64,@BBCWorld
-0.7184,Tue Jun 05 01:21:33 +0000 2018,0.462,0.538,0.0,Henri van Breda: Axe murderer transfixes South Africa https://t.co/O1dNCMtV3L,65,@BBCWorld
-0.5719,Mon Jun 04 18:47:47 +0000 2018,0.351,0.541,0.108,Tunisia migrant shipwreck death toll reaches 112 https://t.co/Rnj6nvZOe5,66,@BBCWorld
-0.34,Mon Jun 04 11:37:48 +0000 2018,0.194,0.806,0.0,FBI agent accidentally shoots customer in leg during backflip move https://t.co/sSOlZVYozc,67,@BBCWorld
0.1027,Mon Jun 04 00:51:09 +0000 2018,0.152,0.652,0.196,Australian bank offers to pay record fine https://t.co/X54adKAeIy,68,@BBCWorld
0.0,Sun Jun 03 13:04:19 +0000 2018,0.0,1.0,0.0,Syria's President Assad 'to visit North Korea' https://t.co/3nXJeObtwf,69,@BBCWorld
0.0,Sat Jun 02 20:48:47 +0000 2018,0.0,1.0,0.0,Cuba to begin constitutional reforms to formalise ''opening-up' https://t.co/34HeDlM7ew,70,@BBCWorld
0.4215,Sat Jun 02 00:01:51 +0000 2018,0.0,0.714,0.286,Why Iranians are sharing their #MeToo moments https://t.co/hegY10CRfU,71,@BBCWorld
0.0,Fri Jun 01 17:15:11 +0000 2018,0.0,1.0,0.0,World Cup 2018: Nigeria kit sells out after three million pre-orders https://t.co/m1U4Q275NT,72,@BBCWorld
-0.3818,Fri Jun 01 13:03:43 +0000 2018,0.271,0.729,0.0,Tramadol emboldens vigilantes to fight Boko Haram https://t.co/FPA4Mm8RYe,73,@BBCWorld
-0.5994,Fri Jun 01 01:22:11 +0000 2018,0.328,0.672,0.0,The Iranian librarian who escaped war through cosplay https://t.co/rATWN6jwv7,74,@BBCWorld
-0.5994,Thu May 31 16:59:52 +0000 2018,0.302,0.698,0.0,Arkady Babchenko's hoaxed death in Ukraine used pig's blood https://t.co/VwjXbkTjkf,75,@BBCWorld
0.7233,Thu May 31 12:19:15 +0000 2018,0.0,0.768,0.232,RT @BBCkatyaadler: 5Star wants this government to work. They see new elections would probably result in a far more powerful League Party (a…,76,@BBCWorld
-0.886,Thu May 31 01:39:55 +0000 2018,0.634,0.366,0.0,Arkady Babchenko: Ukraine condemned for faking journalist's murder https://t.co/qvQVmspvHz,77,@BBCWorld
0.0,Wed May 30 16:51:38 +0000 2018,0.0,1.0,0.0,Biafra shutdown cripples Nigerian cities https://t.co/ohQqtZmhQK,78,@BBCWorld
-0.4404,Wed May 30 09:48:49 +0000 2018,0.293,0.707,0.0,North Koreans dare to criticise 'vampire leader' https://t.co/UNTSF3xPRP,79,@BBCWorld
0.0,Tue May 29 23:14:48 +0000 2018,0.0,1.0,0.0,The sign language lawyer who became a social media star https://t.co/d4FPrjeCYK,80,@BBCWorld
-0.0772,Tue May 29 16:29:10 +0000 2018,0.126,0.874,0.0,Roseanne Barr sorry for comparing Obama aide to ape https://t.co/pMADfbyhAk,81,@BBCWorld
-0.6249,Tue May 29 10:06:22 +0000 2018,0.369,0.631,0.0,Italy political crisis hits European stock markets https://t.co/NBpbe9QyT8,82,@BBCWorld
-0.34,Mon May 28 22:22:41 +0000 2018,0.211,0.789,0.0,Police filmed punching woman in New Jersey beach arrest https://t.co/GDLaUDAyOR,83,@BBCWorld
-0.3612,Mon May 28 09:08:06 +0000 2018,0.152,0.848,0.0,"Bulgarians find their tweets and Twitter accounts removed, having been mistaken for Russian bots https://t.co/AqUjqjqgoG",84,@BBCWorld
-0.4939,Sun May 27 23:42:45 +0000 2018,0.242,0.758,0.0,Monica Lewinsky and Stormy Daniels: Political scandals across two eras https://t.co/3tqhUPHYTG,85,@BBCWorld
0.7964,Sun May 27 00:39:48 +0000 2018,0.0,0.458,0.542,Real Madrid fans celebrate Champions League victory https://t.co/qoLm4pBI4M,86,@BBCWorld
0.0,Sat May 26 15:51:47 +0000 2018,0.0,1.0,0.0,Ireland abortion referendum: Quiet revolution - Irish PM https://t.co/dmXeR0IYyw,87,@BBCWorld
0.0,Sat May 26 01:58:57 +0000 2018,0.0,1.0,0.0,Liverpool-Real Madrid: How Mo Salah fever has gripped Africa https://t.co/53FuZ7Tqcl,88,@BBCWorld
0.0,Fri May 25 15:46:05 +0000 2018,0.0,1.0,0.0,"""We do get fed up of society saying I should move out - sometimes you don't always have a choice!"" 🏠

https://t.co/QjQRLzXdQv",89,@BBCWorld
0.0,Fri May 25 10:45:16 +0000 2018,0.0,1.0,0.0,F1 'should not objectify women' https://t.co/yl3966alkm,90,@BBCWorld
0.0,Fri May 25 05:32:19 +0000 2018,0.0,1.0,0.0,The Muslims who fast for 22 hours a day in Iceland https://t.co/CcOdee5L3V,91,@BBCWorld
0.0,Thu May 24 19:34:08 +0000 2018,0.269,0.385,0.346,Morgan Freeman apologises after sex harassment claims https://t.co/1PSsaqR9O6,92,@BBCWorld
-0.4588,Thu May 24 11:37:50 +0000 2018,0.25,0.75,0.0,Italy student flies home from Pakistan after forced abortion https://t.co/ZEzyvQNiVr,93,@BBCWorld
0.0,Thu May 24 06:19:05 +0000 2018,0.0,1.0,0.0,Martin Luther King's daughter rubbishes Bannon claim about Trump https://t.co/QEbtljTMrJ,94,@BBCWorld
0.5598,Wed May 23 19:19:29 +0000 2018,0.0,0.689,0.311,Yulia Skripal: 'We are so lucky to survive' https://t.co/JBOXoldgXk,95,@BBCWorld
0.0,Wed May 23 14:07:22 +0000 2018,0.0,1.0,0.0,Grenfell Inquiry: What questions will be answered? https://t.co/09CNZH3oa7,96,@BBCWorld
0.128,Wed May 23 06:37:06 +0000 2018,0.13,0.722,0.148,"RT @BBCBreaking: ""The great American novelist of our postwar world"" - Tributes paid to novelist Philip Roth, who has died aged 85 https://t…",97,@BBCWorld
-0.7351,Tue May 22 19:58:08 +0000 2018,0.554,0.446,0.0,McDonald's workers make sexual harassment complaints https://t.co/ZIz8r6Px98,98,@BBCWorld
0.0,Tue May 22 14:36:24 +0000 2018,0.0,1.0,0.0,RT @richard_conway: A planned vote over a new Fifa Nations League and a revamped 24 team Club World Cup will not take place now prior to th…,99,@BBCWorld
0.0,Tue May 22 03:53:05 +0000 2018,0.0,1.0,0.0,Sony buys controlling stake in EMI record label https://t.co/0oPPpHCKlM,100,@BBCWorld
0.0,Thu Jun 28 19:10:09 +0000 2018,0.0,1.0,0.0,"Our Politics editor, @patrickhealynyt, answered readers’ questions on The Times’s political coverage and plans for… https://t.co/mZkDGnkxVl",1,@nytimes
-0.2263,Thu Jun 28 16:46:15 +0000 2018,0.091,0.909,0.0,"Gwyneth Paltrow, who told us how she was expected to keep Harvey Weinstein's unwanted advances a secret, said to se… https://t.co/bKGOwAUWIQ",2,@nytimes
-0.7783,Thu Jun 28 14:30:08 +0000 2018,0.306,0.521,0.174,"""Your lenient sentence amounts to a slap on the wrist for a serial rapist whose violent and sadistic sex crimes wil… https://t.co/CSDeridoQY",3,@nytimes
-0.1779,Thu Jun 28 11:21:04 +0000 2018,0.096,0.904,0.0,"A video shows Elaine Chao defending Mitch McConnell, her husband, as students confront them on Georgetown Universit… https://t.co/C8o9nxWl3Z",4,@nytimes
0.1531,Thu Jun 28 07:32:01 +0000 2018,0.119,0.738,0.143,The president of South Sudan and his former vice president have signed a peace deal. Many worry that a lasting reso… https://t.co/SfCGQ40yKG,5,@nytimes
0.6908,Thu Jun 28 02:47:01 +0000 2018,0.113,0.542,0.345,"RT @nytgraphics: With Justice Kennedy's retirement, the Supreme Court loses its swing vote.
https://t.co/LT6IfMh9PP",6,@nytimes
0.3612,Wed Jun 27 22:17:04 +0000 2018,0.0,0.889,0.111,"RT @nytvideo: “Women like me aren’t supposed to run for office,” Alexandria Ocasio-Cortez said in a campaign video last month. In a stunnin…",7,@nytimes
0.5574,Wed Jun 27 18:11:25 +0000 2018,0.0,0.841,0.159,"Breaking News: Anthony Kennedy is retiring from the Supreme Court. He was often the swing vote, and President Trump… https://t.co/ojdg7urbeq",8,@nytimes
-0.2204,Wed Jun 27 14:58:26 +0000 2018,0.075,0.925,0.0,"RT @mattfleg: Was just going back through some notes from our chat w/ @Ocasio2018 many weeks ago. This stood out: ""There’s this weird mascu…",9,@nytimes
0.0,Wed Jun 27 10:44:06 +0000 2018,0.0,1.0,0.0,Results for elections in 7 states https://t.co/MAme5UnNmP https://t.co/sXLPiAvuny,10,@nytimes
